                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                0.65872,                0.98277,                  1.223,                0.82884,                0.70458,                  0.821,                0.63553,                0.96233,                  1.304,                 1.6593,              0.0009109,              0.0009109,              0.0009109
                     12,                0.66175,                0.94822,                  1.216,                0.59293,                0.69251,                0.68408,                0.47791,                 1.2501,                 1.8662,                 2.0861,               0.000901,               0.000901,               0.000901
                     13,                0.66224,                0.92285,                 1.2061,                0.84366,                0.81455,                0.89191,                0.70259,                0.91715,                 1.1361,                 1.5449,              0.0008911,              0.0008911,              0.0008911
                     14,                0.66493,                0.92153,                 1.2143,                0.86237,                0.77214,                0.88953,                0.69503,                0.86382,                 1.0473,                 1.5087,              0.0008812,              0.0008812,              0.0008812
                     15,                0.66703,                0.88814,                 1.2169,                0.76475,                0.79864,                0.82592,                0.64056,                0.87199,                 1.2194,                 1.5429,              0.0008713,              0.0008713,              0.0008713
                     16,                0.62883,                 0.8307,                 1.1932,                0.81006,                0.83893,                 0.9086,                0.74532,                0.83838,                 1.0257,                 1.4787,              0.0008614,              0.0008614,              0.0008614
                     17,                0.62682,                0.79368,                 1.1868,                0.90538,                0.84673,                0.93318,                0.76056,                0.84187,                0.88042,                 1.4751,              0.0008515,              0.0008515,              0.0008515
                     18,                0.62687,                 0.7848,                 1.1826,                 0.8936,                0.86975,                0.94184,                0.75017,                0.86711,                0.83123,                 1.5373,              0.0008416,              0.0008416,              0.0008416
                     19,                0.62056,                0.76119,                 1.1767,                0.87555,                0.89433,                0.92183,                0.74757,                 0.8747,                0.88298,                 1.4898,              0.0008317,              0.0008317,              0.0008317
                     20,                0.63689,                0.78494,                 1.1922,                0.85758,                0.87985,                0.94069,                0.77162,                0.78653,                0.93011,                 1.4107,              0.0008218,              0.0008218,              0.0008218
                     21,                0.60522,                0.75723,                 1.1779,                0.93615,                0.84419,                0.95843,                0.79292,                0.74944,                0.73727,                 1.3696,              0.0008119,              0.0008119,              0.0008119
                     22,                0.61131,                 0.7141,                 1.1761,                 0.8624,                0.86079,                0.94208,                0.76088,                0.87876,                0.91221,                 1.5187,               0.000802,               0.000802,               0.000802
                     23,                0.61206,                0.68969,                 1.1725,                0.90033,                0.88396,                0.94086,                0.76492,                0.81213,                0.76378,                 1.4553,              0.0007921,              0.0007921,              0.0007921
                     24,                0.60328,                0.69005,                 1.1668,                 0.8872,                0.87184,                 0.9541,                0.80486,                 0.7761,                0.73183,                 1.4006,              0.0007822,              0.0007822,              0.0007822
                     25,                0.59219,                0.67515,                  1.172,                0.85082,                0.88204,                0.89321,                 0.7633,                0.75068,                0.85811,                 1.3738,              0.0007723,              0.0007723,              0.0007723
                     26,                0.59542,                0.66843,                  1.165,                0.93205,                0.92711,                0.97319,                 0.8136,                0.77853,                0.61656,                 1.4011,              0.0007624,              0.0007624,              0.0007624
                     27,                0.56662,                0.67146,                  1.149,                0.92845,                  0.944,                 0.9732,                 0.8045,                0.77686,                0.59884,                 1.4011,              0.0007525,              0.0007525,              0.0007525
                     28,                0.56435,                0.62859,                 1.1464,                0.94025,                0.93914,                0.97452,                0.79941,                  0.812,                0.60174,                 1.4344,              0.0007426,              0.0007426,              0.0007426
                     29,                0.60066,                0.65108,                 1.1521,                0.85665,                0.92597,                0.96245,                0.80601,                0.77754,                0.73217,                 1.3917,              0.0007327,              0.0007327,              0.0007327
                     30,                0.58697,                0.63693,                 1.1728,                0.92115,                0.85605,                 0.9575,                0.79754,                0.76119,                0.65691,                 1.3788,              0.0007228,              0.0007228,              0.0007228
                     31,                0.60035,                0.61192,                 1.1639,                0.93654,                0.89712,                 0.9579,                  0.812,                0.75971,                0.56746,                 1.3756,              0.0007129,              0.0007129,              0.0007129
                     32,                0.57199,                0.63971,                 1.1555,                0.91965,                0.90705,                0.96739,                0.81534,                0.73239,                0.61219,                 1.3411,               0.000703,               0.000703,               0.000703
                     33,                 0.5614,                0.60843,                 1.1433,                0.88178,                0.88896,                0.95487,                0.80135,                0.82277,                0.74689,                 1.4462,              0.0006931,              0.0006931,              0.0006931
                     34,                0.57209,                0.60259,                 1.1523,                0.89776,                0.84688,                0.94127,                 0.7782,                0.75402,                0.77853,                 1.3629,              0.0006832,              0.0006832,              0.0006832
                     35,                0.57791,                0.60667,                 1.1509,                0.93217,                 0.8826,                0.94998,                 0.7999,                0.73117,                0.58966,                 1.3348,              0.0006733,              0.0006733,              0.0006733
                     36,                0.54958,                0.60059,                 1.1403,                0.93219,                0.92106,                0.96725,                 0.8183,                0.72976,                0.56638,                 1.3609,              0.0006634,              0.0006634,              0.0006634
                     37,                 0.5512,                0.59415,                 1.1296,                0.92336,                0.88191,                0.96438,                0.81862,                0.70397,                0.57573,                 1.3234,              0.0006535,              0.0006535,              0.0006535
                     38,                  0.551,                0.57968,                 1.1437,                0.94897,                0.93636,                0.98684,                0.85019,                 0.6834,                0.48137,                 1.2889,              0.0006436,              0.0006436,              0.0006436
                     39,                0.55993,                0.56149,                 1.1432,                0.95945,                0.94887,                0.97755,                0.81574,                0.76448,                0.50432,                 1.3827,              0.0006337,              0.0006337,              0.0006337
                     40,                  0.547,                0.56071,                 1.1392,                 0.8903,                0.94596,                0.96721,                0.80727,                0.77466,                0.52398,                 1.3968,              0.0006238,              0.0006238,              0.0006238
                     41,                0.56038,                0.57238,                  1.154,                0.91696,                0.92392,                0.95098,                0.80905,                0.71654,                0.54296,                 1.3281,              0.0006139,              0.0006139,              0.0006139
                     42,                0.54674,                0.54903,                 1.1329,                0.96263,                0.93111,                0.97449,                0.82847,                0.75949,                0.52826,                 1.3773,               0.000604,               0.000604,               0.000604
                     43,                 0.5384,                0.56116,                 1.1259,                0.89927,                0.93071,                0.97499,                0.84552,                0.69815,                0.56637,                 1.3217,              0.0005941,              0.0005941,              0.0005941
                     44,                0.54209,                0.53195,                 1.1206,                0.93737,                0.95531,                 0.9764,                0.83675,                 0.6996,                0.50345,                  1.306,              0.0005842,              0.0005842,              0.0005842
                     45,                0.53514,                0.53325,                 1.1243,                0.95644,                0.94497,                0.97973,                0.83285,                0.69107,                0.47543,                 1.2998,              0.0005743,              0.0005743,              0.0005743
                     46,                0.53707,                0.51727,                 1.1189,                0.93452,                0.94407,                0.97122,                0.83808,                0.71213,                0.50049,                 1.3279,              0.0005644,              0.0005644,              0.0005644
                     47,                0.52883,                  0.531,                 1.1291,                0.88124,                0.85347,                 0.9448,                 0.7965,                0.76917,                 0.6371,                 1.3879,              0.0005545,              0.0005545,              0.0005545
                     48,                0.53314,                0.53825,                 1.1187,                0.90554,                0.94322,                0.96787,                0.79926,                0.76738,                0.51883,                  1.376,              0.0005446,              0.0005446,              0.0005446
                     49,                0.52988,                 0.5703,                 1.1213,                0.89821,                 0.9386,                 0.9721,                0.84024,                0.71265,                0.50958,                 1.3418,              0.0005347,              0.0005347,              0.0005347
                     50,                0.51043,                0.48114,                 1.1088,                0.93871,                0.95898,                0.97804,                0.82262,                0.75652,                0.48777,                 1.3966,              0.0005248,              0.0005248,              0.0005248
                     51,                0.51822,                0.49264,                 1.1038,                0.93049,                0.94499,                0.97493,                0.83555,                0.69865,                0.51872,                 1.3208,              0.0005149,              0.0005149,              0.0005149
                     52,                0.51522,                0.49237,                 1.1064,                0.98046,                0.93797,                0.98049,                0.83849,                0.70214,                0.45348,                 1.3167,               0.000505,               0.000505,               0.000505
                     53,                0.48904,                0.46322,                 1.0965,                0.94491,                0.91575,                0.97066,                0.83352,                0.71326,                0.50789,                 1.3254,              0.0004951,              0.0004951,              0.0004951
                     54,                0.51893,                0.48807,                 1.1063,                0.95047,                0.95321,                 0.9758,                0.84426,                0.69216,                0.44368,                 1.3003,              0.0004852,              0.0004852,              0.0004852
                     55,                0.54632,                0.49386,                 1.1236,                0.92045,                0.97463,                0.98507,                0.83891,                0.70513,                0.45996,                 1.3178,              0.0004753,              0.0004753,              0.0004753
                     56,                0.53362,                0.48727,                 1.1145,                0.96663,                0.96687,                0.98664,                0.84295,                0.69333,                0.44533,                 1.3078,              0.0004654,              0.0004654,              0.0004654
                     57,                0.50976,                0.47873,                  1.106,                0.95405,                0.94449,                0.98397,                0.84522,                0.69997,                0.43537,                 1.3067,              0.0004555,              0.0004555,              0.0004555
                     58,                0.49149,                0.44845,                 1.0952,                 0.9673,                0.95832,                0.98457,                0.83771,                0.71262,                0.42912,                 1.3241,              0.0004456,              0.0004456,              0.0004456
                     59,                0.50622,                0.43958,                 1.1059,                0.94674,                0.92022,                0.97971,                0.83876,                0.66735,                0.45329,                 1.2778,              0.0004357,              0.0004357,              0.0004357
                     60,                0.49258,                0.45022,                 1.0862,                0.96003,                0.94816,                0.98157,                0.84614,                0.70632,                0.43411,                 1.3261,              0.0004258,              0.0004258,              0.0004258
                     61,                0.50197,                0.46877,                 1.0871,                0.95703,                0.97015,                0.97748,                0.83431,                0.70012,                0.42252,                 1.3363,              0.0004159,              0.0004159,              0.0004159
                     62,                0.48182,                0.45417,                 1.0843,                0.89768,                  0.923,                0.97038,                0.84433,                0.67803,                0.51467,                 1.3027,               0.000406,               0.000406,               0.000406
                     63,                0.49093,                0.44362,                  1.092,                0.94354,                0.96154,                0.97661,                0.85393,                0.67635,                0.42416,                 1.3007,              0.0003961,              0.0003961,              0.0003961
                     64,                0.48384,                0.42589,                 1.0982,                0.96884,                0.96094,                0.97946,                0.85293,                 0.6908,                0.42211,                 1.3039,              0.0003862,              0.0003862,              0.0003862
                     65,                0.48265,                0.45006,                 1.0865,                0.96637,                0.94859,                0.97846,                0.85068,                0.66922,                0.41307,                 1.2926,              0.0003763,              0.0003763,              0.0003763
                     66,                0.49948,                0.46078,                 1.0886,                0.94066,                 0.9648,                0.97822,                0.83074,                0.73324,                0.44598,                 1.3486,              0.0003664,              0.0003664,              0.0003664
                     67,                0.49224,                0.44823,                 1.0861,                 0.9564,                 0.9395,                0.97787,                0.85358,                0.67629,                0.43129,                 1.2847,              0.0003565,              0.0003565,              0.0003565
                     68,                0.48609,                0.41775,                 1.0836,                0.96987,                0.95306,                0.98278,                0.84695,                0.70007,                 0.4123,                  1.316,              0.0003466,              0.0003466,              0.0003466
                     69,                0.46582,                0.42073,                 1.0707,                0.96193,                0.91887,                0.98279,                0.84892,                0.68161,                0.44244,                 1.3001,              0.0003367,              0.0003367,              0.0003367
                     70,                0.47098,                0.42899,                 1.0843,                 0.9488,                0.95279,                0.98138,                0.85539,                0.66337,                0.42449,                 1.2825,              0.0003268,              0.0003268,              0.0003268
                     71,                0.48478,                0.43095,                 1.0838,                  0.931,                0.95103,                0.97625,                0.86061,                0.63717,                 0.4401,                  1.249,              0.0003169,              0.0003169,              0.0003169
                     72,                0.47474,                0.40859,                 1.0841,                0.95715,                0.91073,                0.96483,                0.84486,                0.67736,                0.46679,                 1.3014,               0.000307,               0.000307,               0.000307
                     73,                 0.4701,                0.40598,                 1.0714,                0.95249,                0.97001,                0.97283,                0.84282,                0.67911,                0.41867,                 1.3077,              0.0002971,              0.0002971,              0.0002971
                     74,                0.47781,                0.39443,                 1.0697,                0.97349,                0.96502,                0.97419,                0.85547,                0.66454,                0.39773,                 1.2923,              0.0002872,              0.0002872,              0.0002872
                     75,                0.47194,                0.38916,                 1.0726,                0.97097,                0.95387,                0.98283,                0.85224,                0.67011,                 0.3965,                 1.2962,              0.0002773,              0.0002773,              0.0002773
                     76,                 0.4839,                0.41027,                  1.071,                0.97444,                0.95245,                0.98491,                0.85613,                0.66253,                0.42432,                 1.2811,              0.0002674,              0.0002674,              0.0002674
                     77,                0.47976,                0.41525,                 1.0783,                0.95671,                0.96155,                0.98246,                0.85067,                0.70237,                0.40969,                 1.3243,              0.0002575,              0.0002575,              0.0002575
                     78,                0.45401,                0.36487,                 1.0647,                0.97126,                0.96385,                0.98089,                0.84455,                0.70633,                0.39017,                 1.3524,              0.0002476,              0.0002476,              0.0002476
                     79,                0.46729,                0.38015,                 1.0725,                0.97282,                0.98001,                0.98486,                0.86278,                0.66839,                0.36536,                 1.2884,              0.0002377,              0.0002377,              0.0002377
                     80,                 0.4621,                0.37804,                 1.0561,                0.95192,                 0.9657,                0.98529,                0.86451,                0.65497,                0.38292,                 1.2752,              0.0002278,              0.0002278,              0.0002278
                     81,                0.44645,                0.39012,                 1.0715,                0.93836,                0.96738,                 0.9831,                0.86061,                0.67193,                0.38985,                  1.296,              0.0002179,              0.0002179,              0.0002179
                     82,                0.44955,                0.36396,                 1.0585,                 0.9583,                0.96883,                0.97996,                0.86538,                0.64828,                0.37308,                 1.2597,               0.000208,               0.000208,               0.000208
                     83,                0.44037,                0.36397,                 1.0497,                0.97103,                0.96394,                0.98442,                0.87079,                0.65033,                0.36464,                 1.2706,              0.0001981,              0.0001981,              0.0001981
                     84,                0.43614,                0.37155,                 1.0585,                0.96886,                0.96709,                0.98613,                0.86693,                 0.6484,                0.37143,                  1.271,              0.0001882,              0.0001882,              0.0001882
                     85,                0.45857,                0.38542,                 1.0486,                0.96267,                0.96535,                0.98206,                0.86317,                0.65178,                0.37126,                 1.2845,              0.0001783,              0.0001783,              0.0001783
                     86,                0.41539,                0.36172,                 1.0535,                0.96992,                0.96097,                0.98076,                0.86305,                0.65848,                0.36392,                 1.2836,              0.0001684,              0.0001684,              0.0001684
                     87,                0.43399,                0.36024,                 1.0558,                0.96459,                 0.9784,                 0.9832,                0.86164,                0.65654,                0.36197,                 1.2764,              0.0001585,              0.0001585,              0.0001585
                     88,                0.44845,                0.35072,                 1.0475,                0.98087,                0.95953,                0.98095,                0.85641,                 0.6471,                0.36735,                 1.2717,              0.0001486,              0.0001486,              0.0001486
                     89,                0.43666,                0.36061,                 1.0543,                0.96983,                0.96507,                0.98095,                0.85737,                0.64719,                0.36943,                 1.2705,              0.0001387,              0.0001387,              0.0001387
                     90,                0.42106,                0.34902,                 1.0407,                0.97539,                0.95652,                0.98301,                0.86211,                0.64373,                0.36482,                 1.2698,              0.0001288,              0.0001288,              0.0001288
                     91,                0.31555,                0.29468,                 1.0092,                0.97101,                0.95913,                0.98145,                0.86106,                0.65901,                0.36043,                 1.3054,              0.0001189,              0.0001189,              0.0001189
                     92,                0.30518,                0.26195,                 1.0113,                0.97502,                0.97255,                0.97987,                0.86939,                 0.6523,                0.35657,                 1.2942,               0.000109,               0.000109,               0.000109
                     93,                 0.3028,                0.25744,                0.99334,                0.97767,                0.97171,                0.98467,                0.87338,                0.63524,                0.35447,                 1.2718,               9.91e-05,               9.91e-05,               9.91e-05
                     94,                0.29553,                0.26534,                0.99823,                0.97224,                0.97354,                0.98227,                0.87007,                0.62937,                 0.3451,                 1.2685,               8.92e-05,               8.92e-05,               8.92e-05
                     95,                0.29911,                0.24261,                0.99516,                0.97065,                0.96929,                 0.9849,                0.86403,                0.64885,                0.35951,                 1.2917,               7.93e-05,               7.93e-05,               7.93e-05
                     96,                0.28688,                0.23768,                0.99438,                0.96893,                 0.9661,                0.98376,                 0.8645,                0.64433,                0.35353,                 1.2885,               6.94e-05,               6.94e-05,               6.94e-05
                     97,                0.28425,                0.23186,                0.98944,                0.97711,                0.97025,                0.98286,                0.86713,                0.64815,                0.35657,                 1.2849,               5.95e-05,               5.95e-05,               5.95e-05
                     98,                0.28881,                0.24226,                0.98505,                0.97656,                 0.9748,                 0.9824,                0.86458,                0.65007,                0.35219,                  1.288,               4.96e-05,               4.96e-05,               4.96e-05
                     99,                0.27219,                0.22936,                0.96761,                0.97757,                0.96916,                0.98208,                0.86173,                0.65639,                0.35444,                 1.3005,               3.97e-05,               3.97e-05,               3.97e-05
                    100,                  0.279,                0.22746,                0.98518,                0.97828,                0.97247,                0.98397,                0.86251,                0.65593,                0.34765,                 1.3056,               2.98e-05,               2.98e-05,               2.98e-05
