                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     15,                0.66703,                0.88814,                 1.2169,                0.63361,                0.72546,                0.69267,                0.50533,                 1.0495,                 1.4657,                 1.6588,              0.0008713,              0.0008713,              0.0008713
                     16,                0.62883,                 0.8307,                 1.1932,                0.73407,                0.67539,                 0.7311,                0.57456,                 0.9549,                 1.3851,                 1.5685,              0.0008614,              0.0008614,              0.0008614
                     17,                0.62682,                0.79368,                 1.1868,                0.83313,                0.67132,                0.77823,                0.60561,                0.97395,                 1.2263,                 1.5775,              0.0008515,              0.0008515,              0.0008515
                     18,                0.62687,                 0.7848,                 1.1826,                0.79387,                0.73153,                0.76848,                0.58072,                0.96694,                 1.2468,                 1.5811,              0.0008416,              0.0008416,              0.0008416
                     19,                0.62056,                0.76119,                 1.1767,                0.81588,                0.71986,                0.75396,                0.58927,                0.98796,                 1.3315,                 1.5808,              0.0008317,              0.0008317,              0.0008317
                     20,                0.63689,                0.78494,                 1.1922,                0.77983,                0.70921,                0.79048,                0.61498,                0.93414,                 1.2308,                 1.5209,              0.0008218,              0.0008218,              0.0008218
                     21,                0.60522,                0.75723,                 1.1779,                0.79468,                0.72064,                0.76192,                0.60857,                 0.8261,                 1.2912,                 1.4065,              0.0008119,              0.0008119,              0.0008119
                     22,                0.61131,                 0.7141,                 1.1761,                0.81853,                0.67738,                0.77714,                0.59929,                 1.0104,                 1.2615,                 1.6065,               0.000802,               0.000802,               0.000802
                     23,                0.61206,                0.68969,                 1.1725,                0.85801,                0.70456,                0.78296,                 0.6089,                0.96557,                 1.2377,                 1.5603,              0.0007921,              0.0007921,              0.0007921
                     24,                0.60328,                0.69005,                 1.1668,                0.79652,                0.71986,                0.77933,                0.63078,                0.90163,                 1.1446,                 1.4901,              0.0007822,              0.0007822,              0.0007822
                     25,                0.59219,                0.67515,                  1.172,                0.77166,                0.72638,                0.75697,                 0.6173,                0.85817,                  1.208,                 1.4423,              0.0007723,              0.0007723,              0.0007723
                     26,                0.59542,                0.66843,                  1.165,                0.83559,                0.74636,                0.78649,                0.63231,                0.91895,                 1.0787,                 1.5275,              0.0007624,              0.0007624,              0.0007624
                     27,                0.56662,                0.67146,                  1.149,                0.82943,                0.76865,                0.81982,                0.65041,                0.89545,                 0.9932,                 1.4914,              0.0007525,              0.0007525,              0.0007525
                     28,                0.56435,                0.62859,                 1.1464,                 0.8399,                0.76619,                0.82648,                0.64839,                0.89064,                0.97373,                 1.4643,              0.0007426,              0.0007426,              0.0007426
                     29,                0.60066,                0.65108,                 1.1521,                0.76253,                0.74707,                0.79245,                0.63154,                 0.9196,                  1.068,                 1.4979,              0.0007327,              0.0007327,              0.0007327
                     30,                0.58697,                0.63693,                 1.1728,                0.79658,                0.76921,                0.79434,                0.63456,                0.86867,                0.98157,                 1.4464,              0.0007228,              0.0007228,              0.0007228
                     31,                0.60035,                0.61192,                 1.1639,                0.87914,                0.71416,                0.80803,                0.65453,                0.89302,                0.92223,                  1.487,              0.0007129,              0.0007129,              0.0007129
                     32,                0.57199,                0.63971,                 1.1555,                0.81352,                0.75259,                 0.8234,                0.65762,                0.89392,                0.98018,                 1.4765,               0.000703,               0.000703,               0.000703
                     33,                 0.5614,                0.60843,                 1.1433,                0.73954,                0.73032,                0.76537,                0.61039,                0.96381,                 1.1446,                 1.5525,              0.0006931,              0.0006931,              0.0006931
                     34,                0.57209,                0.60259,                 1.1523,                0.79225,                0.70065,                0.79954,                 0.6378,                0.88524,                 1.0923,                 1.4687,              0.0006832,              0.0006832,              0.0006832
                     35,                0.57791,                0.60667,                 1.1509,                0.82085,                0.71652,                 0.7783,                 0.6294,                0.88019,                0.98686,                 1.4601,              0.0006733,              0.0006733,              0.0006733
                     36,                0.54958,                0.60059,                 1.1403,                0.82232,                0.76279,                0.82313,                0.65608,                0.86247,                 1.0219,                   1.46,              0.0006634,              0.0006634,              0.0006634
                     37,                 0.5512,                0.59415,                 1.1296,                0.83895,                0.74398,                0.79322,                0.63454,                0.85618,                0.95933,                 1.4561,              0.0006535,              0.0006535,              0.0006535
                     38,                  0.551,                0.57968,                 1.1437,                0.83468,                0.77746,                0.83826,                0.67855,                0.82103,                0.85836,                 1.4022,              0.0006436,              0.0006436,              0.0006436
                     39,                0.55993,                0.56149,                 1.1432,                 0.8862,                0.75454,                 0.8216,                0.66252,                0.88262,                0.96374,                 1.4751,              0.0006337,              0.0006337,              0.0006337
                     40,                  0.547,                0.56071,                 1.1392,                0.84651,                0.78411,                0.81321,                0.65342,                0.90453,                0.86465,                 1.4943,              0.0006238,              0.0006238,              0.0006238
                     41,                0.56038,                0.57238,                  1.154,                0.87128,                0.75278,                0.82373,                0.66759,                0.83137,                0.84465,                 1.4046,              0.0006139,              0.0006139,              0.0006139
                     42,                0.54674,                0.54903,                 1.1329,                0.90147,                0.73972,                0.80791,                0.65875,                0.90151,                0.97324,                 1.4863,               0.000604,               0.000604,               0.000604
                     43,                 0.5384,                0.56116,                 1.1259,                 0.8284,                0.73542,                0.82285,                0.67842,                 0.8089,                 0.9976,                  1.388,              0.0005941,              0.0005941,              0.0005941
                     44,                0.54209,                0.53195,                 1.1206,                0.91583,                0.73304,                0.83727,                0.69392,                0.80473,                0.86753,                 1.3741,              0.0005842,              0.0005842,              0.0005842
                     45,                0.53514,                0.53325,                 1.1243,                0.85742,                0.80251,                0.83757,                0.69052,                0.81231,                0.80209,                 1.3798,              0.0005743,              0.0005743,              0.0005743
                     46,                0.53707,                0.51727,                 1.1189,                0.85176,                0.77681,                0.80771,                0.66562,                0.84395,                0.87761,                 1.4426,              0.0005644,              0.0005644,              0.0005644
                     47,                0.52883,                  0.531,                 1.1291,                0.88278,                0.67781,                0.76449,                0.61088,                0.85556,                 1.0354,                 1.4486,              0.0005545,              0.0005545,              0.0005545
                     48,                0.53314,                0.53825,                 1.1187,                0.88257,                0.78302,                0.82048,                0.64726,                0.89813,                0.84114,                 1.4856,              0.0005446,              0.0005446,              0.0005446
                     49,                0.52988,                 0.5703,                 1.1213,                0.81582,                0.78132,                0.82567,                0.67584,                0.84643,                0.83675,                 1.4446,              0.0005347,              0.0005347,              0.0005347
                     50,                0.51043,                0.48114,                 1.1088,                0.88832,                0.75044,                0.82889,                0.66575,                0.89221,                 0.8952,                 1.5095,              0.0005248,              0.0005248,              0.0005248
                     51,                0.51822,                0.49264,                 1.1038,                0.82815,                0.77019,                0.82249,                0.67305,                0.83777,                0.94492,                 1.4408,              0.0005149,              0.0005149,              0.0005149
                     52,                0.51522,                0.49237,                 1.1064,                0.88685,                0.75542,                 0.8317,                0.68083,                0.84238,                0.84368,                 1.4432,               0.000505,               0.000505,               0.000505
                     53,                0.48904,                0.46322,                 1.0965,                0.87907,                0.74029,                0.81726,                0.67558,                0.87219,                0.98736,                 1.4625,              0.0004951,              0.0004951,              0.0004951
                     54,                0.51893,                0.48807,                 1.1063,                0.87962,                0.78288,                0.82855,                0.68224,                0.84351,                0.88667,                 1.4321,              0.0004852,              0.0004852,              0.0004852
                     55,                0.54632,                0.49386,                 1.1236,                0.87848,                 0.7524,                0.84958,                0.69229,                0.82476,                0.85474,                 1.4134,              0.0004753,              0.0004753,              0.0004753
                     56,                0.53362,                0.48727,                 1.1145,                0.87376,                0.80057,                0.84577,                 0.6906,                0.81641,                0.81227,                 1.3966,              0.0004654,              0.0004654,              0.0004654
                     57,                0.50976,                0.47873,                  1.106,                0.87541,                0.80042,                0.83911,                0.68495,                 0.8364,                0.79765,                 1.4128,              0.0004555,              0.0004555,              0.0004555
                     58,                0.49149,                0.44845,                 1.0952,                 0.8902,                0.79169,                0.86528,                0.70698,                 0.8052,                0.75271,                 1.3864,              0.0004456,              0.0004456,              0.0004456
                     59,                0.50622,                0.43958,                 1.1059,                0.89012,                0.77236,                0.84123,                0.69338,                  0.773,                0.81032,                 1.3588,              0.0004357,              0.0004357,              0.0004357
                     60,                0.49258,                0.45022,                 1.0862,                0.84634,                0.79259,                0.84171,                0.68749,                0.81104,                  0.775,                 1.4071,              0.0004258,              0.0004258,              0.0004258
                     61,                0.50197,                0.46877,                 1.0871,                0.88972,                0.78095,                0.82932,                0.68205,                0.84734,                0.80941,                 1.4607,              0.0004159,              0.0004159,              0.0004159
                     62,                0.48182,                0.45417,                 1.0843,                0.84197,                0.72372,                0.82949,                0.68949,                0.80041,                  1.039,                 1.4045,               0.000406,               0.000406,               0.000406
                     63,                0.49093,                0.44362,                  1.092,                0.87016,                0.77024,                0.83436,                0.69738,                0.81705,                0.81606,                 1.4209,              0.0003961,              0.0003961,              0.0003961
                     64,                0.48384,                0.42589,                 1.0982,                0.86344,                0.79197,                0.85073,                0.70787,                0.81372,                0.75957,                 1.3985,              0.0003862,              0.0003862,              0.0003862
                     65,                0.48265,                0.45006,                 1.0865,                0.88568,                0.78383,                0.84417,                 0.7017,                0.81445,                0.73667,                 1.4175,              0.0003763,              0.0003763,              0.0003763
                     66,                0.49948,                0.46078,                 1.0886,                0.85904,                0.76951,                0.85206,                0.69421,                0.86525,                0.81573,                 1.4584,              0.0003664,              0.0003664,              0.0003664
                     67,                0.49224,                0.44823,                 1.0861,                0.87453,                0.74976,                  0.834,                 0.6957,                0.80427,                0.84253,                 1.3899,              0.0003565,              0.0003565,              0.0003565
                     68,                0.48609,                0.41775,                 1.0836,                0.87628,                0.77382,                0.83354,                0.68225,                0.83261,                0.79377,                 1.4206,              0.0003466,              0.0003466,              0.0003466
                     69,                0.46582,                0.42073,                 1.0707,                0.89526,                0.75805,                0.83377,                0.68825,                0.82221,                0.83694,                 1.4212,              0.0003367,              0.0003367,              0.0003367
                     70,                0.47098,                0.42899,                 1.0843,                0.86723,                0.77848,                0.83402,                0.69783,                0.81235,                0.82261,                 1.4138,              0.0003268,              0.0003268,              0.0003268
                     71,                0.48478,                0.43095,                 1.0838,                0.87188,                0.75426,                0.82458,                0.69499,                 0.7903,                0.84828,                 1.3817,              0.0003169,              0.0003169,              0.0003169
                     72,                0.47474,                0.40859,                 1.0841,                0.88283,                 0.7474,                0.80828,                 0.6724,                0.82476,                0.88923,                 1.4231,               0.000307,               0.000307,               0.000307
                     73,                 0.4701,                0.40598,                 1.0714,                0.85743,                 0.7906,                0.82818,                0.68228,                0.82761,                0.84942,                 1.4362,              0.0002971,              0.0002971,              0.0002971
                     74,                0.47781,                0.39443,                 1.0697,                0.88629,                0.78446,                0.81405,                0.67978,                0.83155,                0.84317,                 1.4458,              0.0002872,              0.0002872,              0.0002872
                     75,                0.47194,                0.38916,                 1.0726,                0.87315,                0.78743,                0.82526,                0.68618,                0.82615,                0.78793,                 1.4399,              0.0002773,              0.0002773,              0.0002773
                     76,                 0.4839,                0.41027,                  1.071,                0.88135,                0.77088,                 0.8262,                0.69322,                0.82241,                0.81673,                  1.428,              0.0002674,              0.0002674,              0.0002674
                     77,                0.47976,                0.41525,                 1.0783,                  0.887,                0.77152,                0.82566,                0.67819,                0.85052,                0.80077,                 1.4621,              0.0002575,              0.0002575,              0.0002575
                     78,                0.45401,                0.36487,                 1.0647,                0.87086,                0.79203,                0.83622,                0.68308,                0.84469,                0.77146,                 1.4785,              0.0002476,              0.0002476,              0.0002476
                     79,                0.46729,                0.38015,                 1.0725,                 0.8941,                0.79361,                0.84463,                0.70325,                0.79739,                0.72414,                 1.4029,              0.0002377,              0.0002377,              0.0002377
                     80,                 0.4621,                0.37804,                 1.0561,                0.87419,                 0.7908,                0.84171,                0.70172,                0.79396,                0.75154,                 1.3966,              0.0002278,              0.0002278,              0.0002278
                     81,                0.44645,                0.39012,                 1.0715,                0.84783,                0.79745,                0.83437,                0.69213,                0.80788,                0.81806,                 1.4088,              0.0002179,              0.0002179,              0.0002179
                     82,                0.44955,                0.36396,                 1.0585,                0.89545,                0.77009,                0.83344,                0.70359,                0.78162,                0.81567,                 1.3736,               0.000208,               0.000208,               0.000208
                     83,                0.44037,                0.36397,                 1.0497,                0.88222,                0.77025,                0.84357,                0.71408,                0.78802,                0.78025,                 1.3824,              0.0001981,              0.0001981,              0.0001981
                     84,                0.43614,                0.37155,                 1.0585,                 0.8996,                0.78337,                0.84817,                0.70599,                0.78564,                0.76039,                 1.3806,              0.0001882,              0.0001882,              0.0001882
                     85,                0.45857,                0.38542,                 1.0486,                0.88254,                0.77248,                0.83107,                0.69574,                0.78453,                0.81307,                 1.3952,              0.0001783,              0.0001783,              0.0001783
                     86,                0.41539,                0.36172,                 1.0535,                0.89155,                 0.7726,                0.83121,                0.69795,                0.78991,                0.81943,                 1.3934,              0.0001684,              0.0001684,              0.0001684
                     87,                0.43399,                0.36024,                 1.0558,                0.89904,                 0.7843,                0.84275,                0.70504,                0.79755,                0.77625,                 1.3998,              0.0001585,              0.0001585,              0.0001585
                     88,                0.44845,                0.35072,                 1.0475,                0.90712,                0.76591,                 0.8462,                0.70508,                0.80919,                0.78959,                 1.4115,              0.0001486,              0.0001486,              0.0001486
                     89,                0.43666,                0.36061,                 1.0543,                0.89979,                0.76918,                 0.8473,                0.70816,                 0.7938,                0.77827,                 1.4013,              0.0001387,              0.0001387,              0.0001387
                     90,                0.42106,                0.34902,                 1.0407,                0.90615,                0.76676,                0.83915,                0.70524,                0.78342,                0.76308,                 1.3971,              0.0001288,              0.0001288,              0.0001288
                     91,                0.31555,                0.29468,                 1.0092,                0.89771,                0.77646,                0.84091,                0.70433,                0.79533,                0.77251,                 1.4344,              0.0001189,              0.0001189,              0.0001189
                     92,                0.30518,                0.26195,                 1.0113,                0.89529,                0.78038,                0.83759,                0.71111,                0.78909,                0.78866,                 1.4272,               0.000109,               0.000109,               0.000109
                     93,                 0.3028,                0.25744,                0.99334,                0.86599,                0.79562,                0.83727,                0.70681,                0.78591,                0.78392,                 1.4254,               9.91e-05,               9.91e-05,               9.91e-05
                     94,                0.29553,                0.26534,                0.99823,                0.89474,                0.77307,                0.83891,                0.70915,                0.78086,                0.78732,                 1.4203,               8.92e-05,               8.92e-05,               8.92e-05
                     95,                0.29911,                0.24261,                0.99516,                0.89448,                0.77243,                0.83958,                0.70409,                 0.7966,                0.82375,                 1.4386,               7.93e-05,               7.93e-05,               7.93e-05
                     96,                0.28688,                0.23768,                0.99438,                0.89302,                0.77281,                0.83632,                0.70326,                0.78696,                 0.8184,                  1.427,               6.94e-05,               6.94e-05,               6.94e-05
                     97,                0.28425,                0.23186,                0.98944,                0.90104,                0.76634,                0.83455,                0.70259,                0.79086,                0.83482,                 1.4267,               5.95e-05,               5.95e-05,               5.95e-05
                     98,                0.28881,                0.24226,                0.98505,                0.89809,                0.77298,                0.83053,                0.69786,                0.79439,                0.82829,                 1.4252,               4.96e-05,               4.96e-05,               4.96e-05
                     99,                0.27219,                0.22936,                0.96761,                0.90722,                0.76633,                0.82878,                0.69527,                0.79532,                0.83473,                 1.4306,               3.97e-05,               3.97e-05,               3.97e-05
                    100,                  0.279,                0.22746,                0.98518,                0.90066,                  0.773,                0.83363,                0.69853,                0.79136,                0.81072,                 1.4333,               2.98e-05,               2.98e-05,               2.98e-05
