                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.76591,                 3.0386,                  1.355,                 0.0055,                0.99231,                0.40568,                0.29781,                 0.7252,                 3.4295,                 1.4755,             0.00032407,             0.00032407,             0.00032407
                      2,                0.74482,                 1.8804,                 1.3091,                 0.4811,                0.58249,                0.53794,                0.36623,                0.98525,                 2.3236,                 1.8655,             0.00065415,             0.00065415,             0.00065415
                      3,                0.75905,                 1.5687,                 1.3003,                0.55044,                0.71677,                 0.6886,                0.50948,                0.91419,                 2.3639,                 1.7306,             0.00098093,             0.00098093,             0.00098093
                      4,                0.73682,                 1.4794,                 1.2995,                0.58686,                0.75852,                0.67672,                0.47126,                 1.1147,                 1.9149,                 1.8877,             0.00098515,             0.00098515,             0.00098515
                      5,                0.72949,                 1.4222,                 1.2799,                0.69064,                0.77899,                0.81713,                0.62338,                0.93549,                 1.4464,                 1.6747,             0.00098515,             0.00098515,             0.00098515
                      6,                0.76639,                 1.3021,                 1.2856,                0.83389,                0.86619,                0.88141,                0.69506,                 0.8868,                 1.2431,                 1.5952,              0.0009802,              0.0009802,              0.0009802
                      7,                0.72213,                 1.1726,                 1.2673,                0.77594,                0.75356,                0.84738,                0.66206,                0.88757,                 1.2615,                 1.6249,             0.00097525,             0.00097525,             0.00097525
                      8,                0.70531,                 1.1492,                 1.2338,                0.80687,                0.82239,                0.90215,                0.70572,                0.89019,                 1.3098,                 1.6194,              0.0009703,              0.0009703,              0.0009703
                      9,                0.70267,                 1.1331,                  1.245,                0.67544,                0.76185,                0.81458,                0.59788,                0.99496,                 1.5094,                 1.6312,             0.00096535,             0.00096535,             0.00096535
                     10,                0.66465,                 1.0438,                 1.2096,                0.76013,                0.79171,                0.83539,                0.64187,                0.87341,                 1.2969,                 1.5395,              0.0009604,              0.0009604,              0.0009604
                     11,                0.66968,                 1.0213,                 1.2342,                0.87308,                 0.8467,                0.93161,                0.76731,                0.77666,                 1.0013,                 1.4257,             0.00095545,             0.00095545,             0.00095545
                     12,                0.65739,                0.97662,                 1.2173,                0.80868,                 0.8965,                 0.9127,                 0.7371,                0.88614,                 1.0021,                 1.5352,              0.0009505,              0.0009505,              0.0009505
