                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     34,                0.63296,                0.44752,                  1.041,                0.90653,                0.96105,                0.97082,                0.83729,                0.58685,                0.49824,                 1.0635,             0.00076501,             0.00076501,             0.00076501
                     35,                0.63012,                0.46844,                 1.0481,                0.86292,                0.99821,                0.99078,                0.86343,                0.57742,                 0.4684,                  1.054,             0.00076051,             0.00076051,             0.00076051
                     36,                0.61953,                0.44383,                 1.0433,                0.85782,                0.87663,                0.95295,                0.82637,                0.59815,                0.68132,                 1.0503,             0.00075602,             0.00075602,             0.00075602
                     37,                0.61541,                0.45455,                 1.0446,                0.93508,                0.91466,                0.97688,                0.84274,                 0.6003,                0.50304,                 1.0668,             0.00075152,             0.00075152,             0.00075152
                     38,                0.59822,                0.41696,                  1.031,                0.96927,                0.98958,                0.98704,                0.84769,                0.63144,                0.37369,                 1.0855,             0.00074702,             0.00074702,             0.00074702
                     39,                0.62294,                0.44302,                 1.0411,                0.93663,                0.92451,                0.99441,                0.85571,                0.61755,                 0.4801,                 1.0605,             0.00074252,             0.00074252,             0.00074252
                     40,                0.62621,                0.44729,                 1.0433,                0.97516,                      1,                0.99196,                0.84785,                0.63691,                0.34747,                 1.0878,             0.00073802,             0.00073802,             0.00073802
                     41,                0.60507,                0.43992,                 1.0332,                0.91809,                0.97755,                0.99019,                 0.8562,                0.59557,                0.39864,                 1.0702,             0.00073352,             0.00073352,             0.00073352
                     42,                0.59689,                 0.4092,                 1.0292,                0.94454,                0.96652,                0.99324,                  0.867,                0.60909,                0.41489,                 1.0788,             0.00072902,             0.00072902,             0.00072902
                     43,                0.61953,                0.42368,                 1.0401,                0.93275,                0.94778,                0.96778,                0.82451,                0.60927,                0.43092,                 1.0723,             0.00072452,             0.00072452,             0.00072452
                     44,                0.62454,                0.43857,                 1.0453,                0.83826,                0.91301,                0.98812,                0.85715,                0.61293,                0.60437,                 1.0669,             0.00072002,             0.00072002,             0.00072002
                     45,                0.59917,                0.43316,                 1.0319,                0.94123,                0.90957,                0.97422,                0.84031,                0.61318,                0.42281,                 1.0762,             0.00071552,             0.00071552,             0.00071552
                     46,                0.61379,                0.41743,                 1.0342,                0.97466,                0.94892,                0.99441,                0.87719,                0.55929,                0.35961,                 1.0325,             0.00071102,             0.00071102,             0.00071102
                     47,                0.58451,                 0.4141,                 1.0165,                0.95359,                0.98169,                  0.995,                 0.8578,                0.58615,                0.34832,                 1.0538,             0.00070652,             0.00070652,             0.00070652
                     48,                0.59319,                0.41638,                 1.0268,                0.96907,                0.94018,                0.99382,                0.86191,                0.58737,                0.36289,                 1.0471,             0.00070202,             0.00070202,             0.00070202
                     49,                0.60174,                0.42003,                 1.0274,                0.83387,                0.91214,                0.94002,                0.80981,                0.58383,                0.59419,                 1.0526,             0.00069752,             0.00069752,             0.00069752
                     50,                0.60327,                0.39681,                 1.0366,                0.89535,                0.94726,                  0.995,                0.86174,                0.59156,                0.44508,                 1.0537,             0.00069302,             0.00069302,             0.00069302
                     51,                0.57503,                0.39691,                 1.0118,                0.97628,                0.99809,                  0.995,                 0.8792,                0.55928,                0.31725,                 1.0443,             0.00068852,             0.00068852,             0.00068852
                     52,                0.58393,                0.39094,                 1.0248,                0.93497,                0.99751,                  0.995,                0.88526,                0.58033,                0.34571,                 1.0397,             0.00068402,             0.00068402,             0.00068402
                     53,                0.60389,                0.41654,                 1.0301,                0.97248,                0.99283,                  0.995,                0.85528,                0.58179,                0.32689,                 1.0472,             0.00067952,             0.00067952,             0.00067952
                     54,                0.57788,                0.39165,                 1.0292,                0.98284,                0.98543,                  0.995,                0.87593,                0.57867,                0.30002,                 1.0347,             0.00067502,             0.00067502,             0.00067502
                     55,                0.59529,                0.40016,                 1.0269,                0.94407,                0.98223,                0.99278,                0.86662,                0.57884,                0.36649,                 1.0462,             0.00067052,             0.00067052,             0.00067052
                     56,                0.56722,                0.38116,                 1.0089,                0.90385,                0.93898,                0.98919,                0.86622,                0.55718,                0.46058,                 1.0245,             0.00066602,             0.00066602,             0.00066602
                     57,                0.59489,                0.39152,                  1.016,                0.87978,                0.85535,                0.96868,                 0.8487,                0.57029,                0.68887,                 1.0347,             0.00066152,             0.00066152,             0.00066152
                     58,                0.58852,                0.37855,                 1.0224,                0.93627,                0.93242,                   0.97,                0.84511,                 0.5759,                 0.4952,                 1.0542,             0.00065703,             0.00065703,             0.00065703
                     59,                0.57243,                0.39416,                 1.0178,                0.88897,                      1,                0.99255,                0.87139,                0.56625,                0.40163,                 1.0392,             0.00065253,             0.00065253,             0.00065253
                     60,                0.57254,                0.38539,                 1.0124,                0.92454,                0.97917,                0.99124,                0.86456,                0.57611,                0.37314,                  1.045,             0.00064803,             0.00064803,             0.00064803
                     61,                 0.5738,                0.38597,                 1.0148,                0.93422,                0.94134,                  0.995,                0.84651,                0.57661,                0.40699,                 1.0427,             0.00064353,             0.00064353,             0.00064353
                     62,                0.58656,                0.37538,                 1.0136,                0.90545,                0.89668,                 0.9724,                0.86522,                0.56711,                0.56013,                 1.0269,             0.00063903,             0.00063903,             0.00063903
                     63,                0.57987,                0.38319,                 1.0117,                0.82905,                0.92622,                0.98892,                0.86953,                0.56841,                0.62924,                 1.0385,             0.00063453,             0.00063453,             0.00063453
                     64,                0.55888,                0.35766,                 1.0056,                0.93706,                0.97004,                0.99382,                0.87348,                0.58706,                0.38434,                 1.0447,             0.00063003,             0.00063003,             0.00063003
                     65,                0.56153,                0.35859,                 1.0064,                0.94984,                 0.9987,                 0.9894,                0.86068,                0.57707,                0.31031,                 1.0461,             0.00062553,             0.00062553,             0.00062553
                     66,                0.56915,                0.37837,                 1.0115,                0.91318,                0.94929,                0.98948,                0.85928,                0.58366,                0.42494,                 1.0418,             0.00062103,             0.00062103,             0.00062103
