                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     21,                 0.9968,                0.70076,                 1.4665,                0.80589,                0.82431,                 0.8578,                0.60961,                  1.083,                 0.7226,                 1.5205,             0.00017755,             0.00017755,             0.00017755
                     22,                0.98096,                0.67559,                 1.4485,                0.83561,                0.81827,                0.86718,                0.61668,                 1.0801,                0.69239,                 1.5046,             0.00016184,             0.00016184,             0.00016184
                     23,                0.96863,                0.65107,                 1.4288,                0.83784,                 0.8061,                0.86532,                0.62055,                 1.0678,                0.69177,                 1.5069,             0.00014613,             0.00014613,             0.00014613
                     24,                0.95093,                0.61912,                 1.4208,                 0.8267,                0.82693,                0.86531,                0.62163,                  1.065,                0.68999,                 1.5048,             0.00013042,             0.00013042,             0.00013042
                     25,                 0.9371,                0.60678,                 1.4097,                0.83607,                 0.8312,                0.87085,                 0.6279,                 1.0704,                 0.6669,                 1.5063,             0.00011472,             0.00011472,             0.00011472
                     26,                0.92979,                0.58518,                 1.4021,                0.81151,                0.85514,                0.88022,                0.62921,                 1.0764,                0.65003,                 1.4962,             9.9008e-05,             9.9008e-05,             9.9008e-05
                     27,                0.92166,                0.56419,                 1.3923,                0.83376,                 0.8372,                0.87645,                0.62744,                 1.0643,                 0.6638,                 1.4821,               8.33e-05,               8.33e-05,               8.33e-05
                     28,                0.90429,                  0.549,                  1.379,                0.83819,                0.83233,                0.87694,                0.62812,                 1.0666,                0.65708,                 1.4963,             6.7592e-05,             6.7592e-05,             6.7592e-05
                     29,                0.89463,                0.53053,                 1.3702,                0.84155,                0.83205,                0.88046,                0.63285,                 1.0566,                0.64243,                 1.4827,             5.1884e-05,             5.1884e-05,             5.1884e-05
                     30,                0.88011,                0.51359,                  1.359,                0.83731,                0.84221,                0.88259,                0.63559,                 1.0574,                0.63443,                 1.4815,             3.6176e-05,             3.6176e-05,             3.6176e-05
